videoId,dislikes/view
nUdiAs9n0kM,0.09090909090909091
Xj9QpZ_xOp4,0.07621604874522359
iW2nGw7J9ks,0.05959733696959974
1oJC1Kqdbsk,0.04834977469248569
aibS58n6JG0,0.04568527918781726
sYFgJ-zXjFo,0.04268585131894485
1ySsSPgMgwg,0.042227884965416816
fptUZKjezJQ,0.04088527302813017
d_bM0NH5XF4,0.03742679355783309
6sqiUOd1Ocs,0.034482758620689655
0nwX2F0OdcM,0.03225806451612903
jC0BbeFd2zA,0.028671894844951792
5Wtp_pDFOMQ,0.028605482717520857
4A10eGAnf5M,0.025378709833466215
1STqDQBOlD8,0.025317082487426344
o27NHE_oi_Q,0.025
dmpHxVPtzDA,0.024634081001436887
Bn4OY3U9nX0,0.024390243902439025
4LcuM71s6Ps,0.0215311004784689
pQZ495fgWng,0.021052631578947368
zW1nh-pmA1g,0.020317642008871085
